offering_id	avg_rating	hotel_class	locality	name	region_id
224223	3.9761904761904763	3.0	New York City	nyma, the New York Manhattan Hotel	60763
507339	3.9759036144578315	2.0	Los Angeles	Venice On The Beach Hotel	32655
108521	3.975609756097561	2.5	San Antonio	Holiday Inn Express San Antonio Airport	60956
214097	3.9747706422018347	4.0	Washington DC	The Westin Georgetown, Washington D.C.	28970
81087	3.9743954480796586	4.0	San Francisco	Hyatt at Fisherman's Wharf	60713
93382	3.9741935483870967	2.5	New York City	Washington Square Hotel	60763
1103488	3.973684210526316	3.5	Houston	Sheraton Houston West	56003
115755	3.9717514124293785	3.5	Seattle	Hotel Deca, Seattle	60878
324321	3.9714285714285715	3.0	San Jose	Four Points by Sheraton San Jose Downtown	33020
84084	3.971264367816092	3.5	Washington DC	Morrison-Clark Historic Inn	28970
217635	3.970149253731343	3.0	Charlotte	HYATT house Charlotte Airport	49022
1477775	3.970149253731343	3.0	New York City	The MAve	60763
88188	3.9696969696969697	3.0	Indianapolis	Holiday Inn Indianapolis North/Carmel	37209
224810	3.9696969696969697	2.5	Indianapolis	Holiday Inn Express and Suites Indianapolis East	37209
82682	3.96875	3.0	Los Angeles	Courtyard by Marriott Los Angeles Woodland Hills	32655
223036	3.96875	2.5	Phoenix	Comfort Inn Phoenix West	31310
112039	3.9686346863468636	3.0	New York City	Hotel Newton	60763
590278	3.967741935483871	2.5	San Antonio	Holiday Inn Express Hotel & Suites San Antonio I-10 Northwest	60956
602719	3.967741935483871	2.0	San Diego	Rodeway Inn Pacific Beach	60750
83081	3.966386554621849	2.5	Denver	Quality Inn & Suites Denver International Airport	33388
114604	3.9654377880184333	3.0	Chicago	BEST WESTERN PLUS River North Chicago Downtown Hotel	35805
99489	3.965034965034965	2.5	San Antonio	O'Brien Historic Hotel, an Ascend Collection Hotel	60956
553469	3.96484375	3.0	San Antonio	Crockett Hotel	60956
83958	3.962962962962963	3.0	San Diego	Residence Inn San Diego Sorrento Mesa/Sorrento Valley	60750
676704	3.962962962962963	2.0	Fort Worth	Candlewood Suites DFW South	55857
266322	3.9627791563275436	3.5	Phoenix	The Clarendon Hotel - Phoenix's Urban Retreat	31310
1147150	3.9625	2.0	Memphis	Rodeway Inn Memphis	55197
1230421	3.9625	3.5	Detroit	Doubletree by Hilton Detroit Downtown - Fort Shelby	42139
620399	3.962121212121212	3.5	New York City	Duane Street Hotel	60763
84048	3.961783439490446	2.5	Washington DC	Capitol Hill Hotel	28970
219703	3.9612403100775193	3.5	Houston	Sheraton Houston Brookhollow Hotel	56003
223776	3.9612403100775193	3.5	San Diego	San Diego Marriott Del Mar	60750
84032	3.9607843137254903	3.0	Washington DC	Hotel Monticello	28970
122005	3.9605995717344755	4.0	New York City	The New Yorker Hotel	60763
115617	3.96051227321238	4.0	San Francisco	Palace Hotel	60713
252820	3.96	3.0	Austin	Hilton Garden Inn Austin Northwest / Arboretum	30196
673130	3.96	2.5	Los Angeles	Hampton Inn & Suites Los Angeles/Sherman Oaks	32655
111434	3.95959595959596	3.0	Boston	Newbury Guest House	60745
223203	3.9594594594594597	3.0	Charlotte	Hilton Garden Inn Charlotte Uptown	49022
98419	3.959349593495935	3.0	Austin	Embassy Suites Hotel Austin Central	30196
628619	3.958695652173913	3.5	San Diego	The Sofia Hotel	60750
277894	3.9583333333333335	3.0	Houston	Homewood Suites by Hilton HOU Intercontinental Airport	56003
123039	3.958041958041958	3.0	Seattle	DoubleTree Suites by Hilton Hotel Seattle Airport - Southcenter	60878
93516	3.957920792079208	3.5	New York City	Novotel New York Times Square	60763
78135	3.9574468085106385	3.0	San Diego	Residence Inn San Diego Rancho Bernardo / Carmel Mountain Ranch	60750
100511	3.9555555555555557	3.0	Charlotte	Courtyard by Marriott Charlotte Airport	49022
100518	3.9555555555555557	2.5	Charlotte	La Quinta Inn & Suites Charlotte Airport South	49022
108703	3.9555555555555557	3.0	San Antonio	Hyatt Place San Antonio Northwest	60956
645211	3.955223880597015	3.0	San Antonio	La Quinta Inn & Suites San Antonio Medical Center	60956
81529	3.954901960784314	3.5	San Francisco	Villa Florence, A JRK Hotel	60713
90957	3.9543478260869565	4.0	Chicago	Hotel Sax Chicago	35805
83097	3.954248366013072	4.0	Denver	Warwick Denver Hotel	33388
119992	3.9541284403669725	2.5	Denver	Fairfield Inn Denver Airport	33388
223886	3.952991452991453	3.0	Memphis	SpringHill Suites Memphis Downtown	55197
94163	3.9528795811518322	4.0	Charlotte	Charlotte Marriott City Center	49022
118778	3.951219512195122	2.5	Phoenix	Holiday Inn Express Chandler - Phoenix	31310
108971	3.9508196721311477	3.0	Austin	Hyatt Place Austin/Arboretum	30196
1139717	3.9486166007905137	3.0	New York City	Holiday Inn Express New York City Times Square	60763
112303	3.9485458612975393	3.5	San Francisco	Hotel Diva	60713
84129	3.947126436781609	3.5	Washington DC	Washington Court Hotel on Capitol Hill	28970
94554	3.9468085106382977	3.5	Detroit	Marriott Detroit Airport	42139
223967	3.946236559139785	3.5	San Jose	San Jose Marriott	33020
98426	3.945945945945946	2.5	Austin	Hampton Inn Austin - North (I-35 & Highway 183)	30196
88177	3.9454545454545453	3.5	Indianapolis	Sheraton Indianapolis Hotel at Keystone Crossing	37209
754229	3.9452054794520546	3.0	Phoenix	Hyatt Place Phoenix - North	31310
94205	3.9444444444444446	4.0	Charlotte	Charlotte Marriott SouthPark	49022
124048	3.9440993788819876	2.5	Seattle	Hotel Five Seattle	60878
80110	3.9423076923076925	4.0	New York City	The Roger	60763
83637	3.9423076923076925	2.5	San Diego	Holiday Inn Express Sea World	60750
223827	3.9423076923076925	2.5	Indianapolis	Fairfield Inn & Suites Indianapolis East	37209
84517	3.941747572815534	2.5	Los Angeles	Holiday Inn Express Century City	32655
75737	3.941532258064516	4.0	New York City	Night Hotel	60763
99433	3.9411764705882355	3.5	San Antonio	Embassy Suites Hotel San Antonio International Airport	60956
124453	3.9411764705882355	2.5	Fort Worth	Comfort Suites North	55857
223134	3.9411764705882355	3.0	Houston	SpringHill Suites Houston Hobby Airport	56003
514488	3.9402985074626864	4.0	New York City	Hotel on Rivington	60763
1165284	3.9393939393939394	2.5	San Antonio	Sleep Inn & Suites at Six Flags	60956
194238	3.9391304347826086	4.0	New York City	St Giles Hotel - The Court New York	60763
82501	3.938775510204082	2.0	Los Angeles	Venice Beach Suites & Hotel	32655
111422	3.93859649122807	3.5	Boston	DoubleTree Suites by Hilton - Boston	60745
82190	3.9375	3.5	San Jose	Hilton San Jose	33020
98634	3.9375	3.5	Dallas	Wyndham Dallas Suites - Park Central	55711
99010	3.9375	4.0	Houston	JW Marriott Houston	56003
81114	3.9365079365079363	3.0	San Francisco	Laurel Inn, a Joie de Vivre hotel	60713
93462	3.9364089775561095	4.0	New York City	InterContinental New York Barclay	60763
108996	3.9347826086956523	2.5	Austin	Fairfield Inn and Suites Austin South	30196
93571	3.9334319526627217	4.0	New York City	Carlton Hotel, Autograph Collection	60763
665163	3.933333333333333	3.0	Houston	Courtyard by Marriott Houston by the Galleria	56003
111618	3.9326923076923075	4.0	Houston	Renaissance Houston Hotel Greenway Plaza	56003
223669	3.9324324324324325	2.5	San Antonio	La Quinta Inn & Suites San Antonio Downtown	60956
82299	3.9318181818181817	2.5	San Jose	Holiday Inn Express San Jose Central City	33020
88401	3.9318181818181817	2.5	Jacksonville	Fairfield Inn Jacksonville Airport	60805
108142	3.9318181818181817	2.5	Houston	John F. Kennedy Inn and Suites	56003
109571	3.9318181818181817	2.5	Dallas	La Quinta Inn & Suites Dallas Addison Galleria	55711
124264	3.9316239316239314	3.0	Seattle	Four Points by Sheraton Downtown Seattle Center	60878
83051	3.93125	4.0	Denver	Hyatt Regency Denver Tech Center	33388
91042	3.9312267657992566	3.5	Chicago	Doubletree by Hilton Chicago Magnificent Mile	35805
112132	3.9307065217391304	4.0	Philadelphia	Loews Philadelphia Hotel	60795
88468	3.9285714285714284	2.0	Jacksonville	Candlewood Suites - Jacksonville	60805
652847	3.9285714285714284	3.0	El Paso	Wingate by Wyndham El Paso	60768
858424	3.927906976744186	4.0	San Antonio	Grand Hyatt San Antonio	60956
89344	3.927659574468085	3.5	Baltimore	Baltimore Marriott Inner Harbor at Camden Yards	60811
277948	3.9272727272727272	2.5	San Antonio	Holiday Inn Express Hotel & Suites San Antonio Rivercenter Area	60956
73805	3.926470588235294	2.5	Phoenix	BEST WESTERN Phoenix I-17 MetroCenter Inn	31310
84098	3.92570281124498	3.5	Washington DC	Renaissance Washington, DC Hotel	28970
100589	3.925675675675676	3.5	Seattle	Roosevelt Hotel	60878
74548	3.925	3.5	Phoenix	Marriott Phoenix Airport	31310
218778	3.925	3.0	San Diego	Courtyard San Diego Old Town	60750
247008	3.924901185770751	3.0	Philadelphia	Residence Inn Philadelphia Center City	60795
256800	3.924778761061947	4.0	San Jose	Hotel Valencia - Santana Row	33020
94194	3.9245283018867925	3.5	Charlotte	Hilton Charlotte Executive Park	49022
94192	3.923076923076923	1.5	Charlotte	Rodeway Inn	49022
122699	3.923076923076923	3.0	Dallas	Hyatt Place Dallas-North	55711
543081	3.923076923076923	2.0	Dallas	Extended Stay America - Dallas - North - Park Central	55711
1164348	3.923076923076923	2.5	San Antonio	Holiday Inn Express Hotel & Suites San Antonio	60956
98453	3.9225512528473803	4.0	Austin	Omni Austin Hotel Downtown	30196
98606	3.9220055710306405	4.0	Dallas	The Fairmont Dallas	55711
209382	3.9219088937093276	5.0	New York City	ONE UN New York	60763
76442	3.921440261865794	4.0	Los Angeles	Hyatt Regency Century Plaza	32655
81315	3.921	4.0	San Francisco	San Francisco Marriott Marquis	60713
280902	3.9195402298850577	4.0	Dallas	Dallas Marriott City Center	55711
258813	3.918918918918919	3.0	Memphis	Homewood Suites Memphis - Hacks Cross	55197
94326	3.9178082191780823	4.0	Boston	Hilton Boston Downtown / Financial District	60745
654030	3.917004048582996	4.0	San Francisco	Westin San Francisco Market Street	60713
109174	3.9166666666666665	2.5	Fort Worth	Fairfield Inn Fort Worth Fossil Creek	55857
220243	3.9166666666666665	4.5	New York City	W New York - Union Square	60763
